,buggy-org,buggy,fixed-org,fixed,check1,check2
1820,"public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_1 . getId ( ) ) <= 0 ) { return null ; } VAR_2 . put ( VAR_1 . METHOD_2 ( ) , VAR_1 ) ; return VAR_1 ; } 
","public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_1 . METHOD_2 ( ) ) <= 0 ) { return null ; } VAR_2 . put ( VAR_1 . METHOD_2 ( ) , VAR_1 ) ; return VAR_1 ; } 
","public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_1 . METHOD_2 ( ) . isEmpty ( ) ) { return null ; } VAR_2 . put ( VAR_1 . METHOD_2 ( ) , VAR_1 ) ; return VAR_1 ; } 
","public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_1 . METHOD_2 ( ) . isEmpty ( ) ) { return null ; } VAR_2 . put ( VAR_1 . METHOD_2 ( ) , VAR_1 ) ; return VAR_1 ; } 
",-1,-2
4216,"public void METHOD_1 ( ) { java.lang.String VAR_1 = METHOD_2 ( data ) . replaceAll ( STRING_1 , STRING_2 ) ; VAR_2 . METHOD_3 ( ( ( STRING_3 + VAR_1 ) + STRING_4 ) ) ; TYPE_1 . METHOD_4 ( STRING_5 , VAR_1 ) ; } 
","public void METHOD_1 ( ) { java.lang.String VAR_1 = METHOD_2 ( data ) . replaceAll ( STRING_1 , STRING_2 ) ; VAR_2 . METHOD_3 ( ( ( STRING_3 + VAR_1 ) + STRING_4 ) ) ; TYPE_1 . METHOD_4 ( STRING_5 , VAR_1 ) ; } 
","public void METHOD_1 ( ) { VAR_2 . METHOD_3 ( ( ( STRING_3 + data ) + STRING_4 ) ) ; TYPE_1 . METHOD_4 ( STRING_5 , data ) ; } 
","public void METHOD_1 ( ) { VAR_2 . METHOD_3 ( ( ( STRING_3 + VAR_1 ) + STRING_4 ) ) ; TYPE_1 . METHOD_4 ( STRING_5 ,VAR_1a ) ; } 
",-2,-2
4901,"public void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String data , TYPE_2 VAR_2 ) throws java.lang.Exception { VAR_3 . METHOD_2 ( java.lang.Double . METHOD_3 ( data ) , VAR_1 ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String data , TYPE_2 VAR_2 ) throws java.lang.Exception { VAR_3 . METHOD_2 ( java.lang.Double . METHOD_3 ( data ) , VAR_1 ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String data , TYPE_2 VAR_2 ) throws java.lang.Exception { VAR_3 . METHOD_2 ( java.lang.Integer.parseInt ( data ) , VAR_1 ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String data , TYPE_2 VAR_2 ) throws java.lang.Exception { VAR_3 . METHOD_2 ( java.lang.Integer.METHOD_3 ( data ) , VAR_1 ) ; } 
",-2,-2
5250,"public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( ) . METHOD_3 ( METHOD_4 ( ) ) ; TYPE_2 . init ( this ) ; } 
","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( ) . METHOD_3 ( METHOD_4 ( ) ) ; TYPE_2 . init ( this ) ; } 
","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( ) . init ( METHOD_4 ( ) ) ; TYPE_2 . init ( this ) ; } 
","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( ) . METHOD_3 ( METHOD_4 ( ) ) ; TYPE_2 . init ( this ) ; } 
",-2,-2
5184,"public void METHOD_1 ( java.lang.String VAR_1 ) { this . time = time ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { this . time = time ; } 
","public void METHOD_1 ( java.lang.String time ) { this . time = time ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { this . time = time ; } 
",-2,-2
3274,"public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( VAR_1 ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( VAR_1 ) ; } 
","public void METHOD_1 ( java.util.List < java.lang.String > list ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( list ) ; } 
","public void METHOD_1 ( java.util.List < java.lang.String > VAR_1 ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( VAR_1 ) ; } 
",-2,-2
520,"public TYPE_1 < TYPE_2 > METHOD_1 ( TYPE_3 key ) { return new TYPE_4 < TYPE_2 > ( VAR_1 . get ( key ) ) ; } 
","public TYPE_1 < TYPE_2 > METHOD_1 ( TYPE_3 key ) { return new TYPE_4 < TYPE_2 > ( VAR_1 . METHOD_1 ( key ) ) ; } 
","public TYPE_1 < TYPE_2 > METHOD_1 ( TYPE_3 key ) { return VAR_1 . METHOD_1 ( key ) ; } 
","public TYPE_1 < TYPE_2 > METHOD_1 ( TYPE_3 key ) { return VAR_1 . METHOD_1 ( key ) ; } 
",-2,-2
3782,"private void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_2 ( ) . METHOD_2 ( STRING_1 ) . METHOD_2 ( STRING_2 ) . build ( ) ; VAR_2 . METHOD_3 ( VAR_1 ) ; } 
","private void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_2 ( ) . METHOD_2 ( STRING_1 ) . METHOD_2 ( STRING_2 ) . build ( ) ; VAR_2 . METHOD_3 ( VAR_1 ) ; } 
","private void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_2 ( ) . build ( ) ; VAR_2 . METHOD_3 ( VAR_1 ) ; } 
","private void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_2 ( ) . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_1 ) ; } 
",-2,-2
2464,"void METHOD_1 ( ) { while ( ! ( VAR_1 . METHOD_2 ( ) ) ) { if ( ! ( VAR_1 . METHOD_3 ( ) . METHOD_4 ( ) ) ) { VAR_1 . METHOD_5 ( ) ; } else { return ; } } } 
","void METHOD_1 ( ) { while ( ! ( VAR_1 . METHOD_2 ( ) ) ) { if ( ! ( VAR_1 . METHOD_3 ( ) . METHOD_4 ( ) ) ) { VAR_1 . METHOD_5 ( ) ; } else { return ; } } } 
","public boolean METHOD_4 ( ) { METHOD_1 ( ) ; return ! ( VAR_1 . isEmpty ( ) ) ; } 
","public boolean METHOD_4 ( ) { METHOD_1 ( ) ; return ! ( VAR_1 . METHOD_2 ( ) ) ; } 
",-2,-2
5754,"public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , int VAR_2 ) { TYPE_3 . METHOD_2 ( VAR_3 ) ; android.view.View VAR_4 = TYPE_4 . METHOD_3 ( VAR_1 . getContext ( ) ) . METHOD_4 ( VAR_5 , VAR_1 , false ) ; return new TYPE_1 ( VAR_4 ) ; } 
","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , int VAR_2 ) { TYPE_3 . METHOD_2 ( VAR_3 ) ; android.view.View VAR_4 = TYPE_4 . METHOD_3 ( VAR_1 . getContext ( ) ) . METHOD_4 ( VAR_5 , VAR_1 , false ) ; return new TYPE_1 ( VAR_4 ) ; } 
","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , int VAR_2 ) { java.util.Collections.sort ( VAR_3 ) ; android.view.View VAR_4 = TYPE_4 . METHOD_3 ( VAR_1 . getContext ( ) ) . METHOD_4 ( VAR_5 , VAR_1 , false ) ; return new TYPE_1 ( VAR_4 ) ; } 
","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , int VAR_2 ) { java.util.Collections.METHOD_2 ( VAR_3 ) ; android.view.View VAR_4 = TYPE_4 . METHOD_3 ( VAR_1 . getContext ( ) ) . METHOD_4 ( VAR_5 , VAR_1 , false ) ; return new TYPE_1 ( VAR_4 ) ; } 
",-2,-2
4741,"public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_1 != null ) && ( ! ( VAR_2 . contains ( VAR_1 . METHOD_2 ( ) ) ) ) ) VAR_2 . add ( VAR_1 . METHOD_2 ( ) ) ; METHOD_3 ( true ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_1 != null ) && ( ! ( VAR_2 . contains ( VAR_1 . METHOD_2 ( ) ) ) ) ) VAR_2 . add ( VAR_1 . METHOD_2 ( ) ) ; METHOD_3 ( true ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_1 != null ) && ( ! ( VAR_2 . contains ( VAR_1 . METHOD_2 ( ) ) ) ) ) VAR_2 . add ( VAR_1 . METHOD_2 ( ) ) ; setEnabled ( true ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_1 != null ) && ( ! ( VAR_2 . contains ( VAR_1 . METHOD_2 ( ) ) ) ) ) VAR_2 . add ( VAR_1 . METHOD_2 ( ) ) ; METHOD_3 ( true ) ; } 
",-2,-2
2872,"public void METHOD_1 ( final TYPE_1 VAR_1 ) { VAR_2 . add ( VAR_1 ) ; VAR_3 . METHOD_2 ( VAR_1 . METHOD_3 ( ) , METHOD_4 ( VAR_1 ) ) ; } 
","public void METHOD_1 ( final TYPE_1 VAR_1 ) { VAR_2 . add ( VAR_1 ) ; VAR_3 . METHOD_2 ( VAR_1 . METHOD_3 ( ) , METHOD_4 ( VAR_1 ) ) ; } 
","public void METHOD_1 ( final TYPE_1 VAR_1 ) { VAR_2 . add ( VAR_1 ) ; VAR_3 . METHOD_2 ( VAR_1 . METHOD_3 ( ) . id ( ) , METHOD_4 ( VAR_1 ) ) ; } 
","public void METHOD_1 ( final TYPE_1 VAR_1 ) { VAR_2 . add ( VAR_1 ) ; VAR_3 . METHOD_2 ( VAR_1 . METHOD_3 ( ) . METHOD_2 ( ) , METHOD_4 ( VAR_1 ) ) ; } 
",-2,-2
2990,"public void add ( TYPE_1 data ) { VAR_1 [ ( ( n ) ++ ) ] = data ; if ( ( n ) == ( VAR_2 ) ) { METHOD_1 ( ( ( n ) * INT_1 ) ) ; } } 
","public void add ( TYPE_1 data ) { VAR_1 [ ( ( n ) ++ ) ] = data ; if ( ( n ) == ( VAR_2 ) ) { METHOD_1 ( ( ( VAR_2 ) * INT_1 ) ) ; } } 
","public void add ( TYPE_1 data ) { VAR_1 [ ( ( n ) ++ ) ] = data ; if ( ( n ) == ( VAR_2 ) ) { METHOD_1 ( ( ( VAR_2 ) * INT_1 ) ) ; } } 
","public void add ( TYPE_1 data ) { VAR_1 [ ( ( n ) ++ ) ] = data ; if ( ( n ) == ( VAR_2 ) ) { METHOD_1 ( ( ( VAR_2 ) * INT_1 ) ) ; } } 
",-2,-2
5113,"public void METHOD_1 ( ) { VAR_1 = TYPE_1 . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) . build ( ) ; TYPE_2 VAR_3 = new TYPE_2 ( VAR_1 ) ; VAR_4 = TYPE_3 . METHOD_4 ( VAR_3 ) ; } 
","public void METHOD_1 ( ) { VAR_1 = TYPE_1 . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) . build ( ) ; TYPE_2 VAR_3 = new TYPE_2 ( VAR_1 ) ; VAR_4 = TYPE_3 . METHOD_4 ( VAR_3 ) ; } 
","public void init ( ) { VAR_1 = TYPE_1 . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) . build ( ) ; TYPE_2 VAR_3 = new TYPE_2 ( VAR_1 ) ; VAR_4 = TYPE_3 . METHOD_4 ( VAR_3 ) ; } 
","public void METHOD_1 ( ) { VAR_1 = TYPE_1 . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) . build ( ) ; TYPE_2 VAR_3 = new TYPE_2 ( VAR_1 ) ; VAR_4 = TYPE_3 . METHOD_4 ( VAR_3 ) ; } 
",-2,-2
3491,"public boolean METHOD_1 ( java.io.File VAR_1 , java.lang.String name ) { return name . METHOD_2 ( VAR_2 ) ; } 
","public boolean METHOD_1 ( java.io.File VAR_1 , java.lang.String name ) { return name . METHOD_2 ( VAR_2 ) ; } 
","public boolean METHOD_1 ( java.io.File VAR_1 , java.lang.String name ) { return name . toLowerCase ( ) . METHOD_2 ( VAR_2 ) ; } 
","public boolean METHOD_1 ( java.io.File VAR_1 , java.lang.String name ) { return name . METHOD_2 ( ) . METHOD_2 ( VAR_2 ) ; } 
",-2,-2
4220,"public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) . METHOD_3 ( 0 ) ; } 
","public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) . METHOD_3 ( 0 ) ; } 
","public void execute ( ) { VAR_1 . METHOD_2 ( ) . METHOD_3 ( 0 ) ; } 
","public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) . METHOD_3 ( 0 ) ; } 
",-2,-2
5491,"protected TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , int VAR_2 , TYPE_3 VAR_3 ) { android.view.View VAR_4 = TYPE_4 . METHOD_2 ( VAR_1 . getContext ( ) ) . METHOD_3 ( VAR_5 , VAR_1 , false ) ; return new TYPE_1 ( VAR_4 ) ; } 
","protected TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , int VAR_2 , TYPE_3 VAR_3 ) { android.view.View VAR_4 = TYPE_4 . METHOD_2 ( VAR_1 . getContext ( ) ) . METHOD_3 ( VAR_5 , VAR_1 , false ) ; return new TYPE_1 ( VAR_4 ) ; } 
","protected TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , int VAR_2 , TYPE_3 VAR_3 ) { android.view.View view = TYPE_4 . METHOD_2 ( VAR_1 . getContext ( ) ) . METHOD_3 ( VAR_5 , VAR_1 , false ) ; return new TYPE_1 ( view ) ; } 
","protected TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , int VAR_2 , TYPE_3 VAR_3 ) { android.view.View VAR_4 = TYPE_4 . METHOD_2 ( VAR_1 . getContext ( ) ) . METHOD_3 ( VAR_5 , VAR_1 , false ) ; return new TYPE_1 ( VAR_4 ) ; } 
",-2,-2
2455,"public abstract boolean METHOD_1 ( TYPE_1 VAR_1 ) ; 
","public abstract boolean METHOD_1 ( TYPE_1 VAR_1 ) ; 
","public abstract void execute ( TYPE_1 VAR_1 ) ; 
","public abstract void METHOD_1 ( TYPE_1 VAR_1 ) ; 
",-2,-2
5748,"public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { synchronized ( VAR_2 ) { TYPE_2 VAR_3 = new TYPE_2 ( ( ( VAR_4 ) ++ ) , VAR_1 ) ; VAR_2 . METHOD_2 ( VAR_3 ) ; } } 
","public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { synchronized ( VAR_2 ) { TYPE_2 VAR_3 = new TYPE_2 ( ( ( VAR_4 ) ++ ) , VAR_1 ) ; VAR_2 . METHOD_2 ( VAR_3 ) ; } } 
","public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { synchronized ( VAR_2 ) { TYPE_2 VAR_3 = new TYPE_2 ( ( ( VAR_4 ) ++ ) , VAR_1 ) ; VAR_2 . add ( VAR_3 ) ; } } 
","public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { synchronized ( VAR_2 ) { TYPE_2 VAR_3 = new TYPE_2 ( ( ( VAR_4 ) ++ ) , VAR_1 ) ; VAR_2 . METHOD_2 ( VAR_3 ) ; } } 
",0,1
4407,"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , VAR_1 ) ; TYPE_2 . METHOD_3 ( this ) ; super . METHOD_1 ( ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , VAR_1 ) ; TYPE_2 . METHOD_3 ( this ) ; super . METHOD_1 ( ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . i ( STRING_1 , VAR_1 ) ; TYPE_2 . METHOD_3 ( this ) ; super . METHOD_1 ( ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , VAR_1 ) ; TYPE_2 . METHOD_3 ( this ) ; super . METHOD_1 ( ) ; } 
",-2,-2
1450,"public static java.lang.String METHOD_1 ( int value ) { if ( ( value >= 0 ) && ( INT_1 <= value ) ) { return ""0"" . METHOD_2 ( java.lang.String . METHOD_3 ( value ) ) ; } return java.lang.String . METHOD_3 ( value ) ; } 
","public static java.lang.String METHOD_1 ( int value ) { if ( ( value >= 0 ) && ( INT_1 <= INT_1 ) ) { return ""0"" . METHOD_2 ( java.lang.String . METHOD_3 ( value ) ) ; } return java.lang.String . METHOD_3 ( value ) ; } 
","public static java.lang.String METHOD_1 ( int value ) { if ( ( value >= 0 ) && ( value <= INT_1 ) ) { return ""0"" . METHOD_2 ( java.lang.String . METHOD_3 ( value ) ) ; } return java.lang.String . METHOD_3 ( value ) ; } 
","public static java.lang.String METHOD_1 ( int value ) { if ( ( value >= 0 ) && ( INT_1 <= INT_1 ) ) { return ""0"" . METHOD_2 ( java.lang.String . METHOD_3 ( value ) ) ; } return java.lang.String . METHOD_3 ( value ) ; } 
",-2,-2
5706,"public boolean METHOD_1 ( ) { if ( ( ( METHOD_2 ( ) ) != null ) || ( ( METHOD_2 ( ) . METHOD_3 ( ) . compareTo ( STRING_1 ) ) == 0 ) ) { return false ; } else { return true ; } } 
","public boolean METHOD_1 ( ) { if ( ( ( METHOD_2 ( ) ) != null ) || ( ( METHOD_2 ( ) . METHOD_3 ( ) . compareTo ( STRING_1 ) ) == 0 ) ) { return false ; } else { return true ; } } 
","public boolean METHOD_1 ( ) { if ( ( METHOD_2 ( ) . toString ( ) . compareTo ( STRING_1 ) ) == 0 ) { return false ; } else { return true ; } } 
","public boolean METHOD_1 ( ) { if ( ( METHOD_2 ( ) . METHOD_3 ( ) . compareTo ( STRING_1 ) ) == 0 ) { return false ; } else { return true ; } } 
",-2,-2
4516,"public void METHOD_1 ( java.lang.String message , java.lang.Throwable VAR_1 ) { METHOD_2 ( VAR_2 , message , VAR_1 ) ; } 
","public void METHOD_1 ( java.lang.String message , java.lang.Throwable VAR_1 ) { METHOD_2 ( VAR_2 , VAR_1 , VAR_1 ) ; } 
","public void METHOD_1 ( java.lang.String message , java.lang.Throwable VAR_1 ) { METHOD_2 ( VAR_2 , VAR_1 , message ) ; } 
","public void METHOD_1 ( java.lang.String message , java.lang.Throwable VAR_1 ) { METHOD_2 ( VAR_2 , VAR_1 , VAR_1 ) ; } 
",-2,-2
911,"static TYPE_1 < java.lang.Integer > METHOD_1 ( java.lang.Integer ... values ) { return ( ( TYPE_1 < java.lang.Integer > ) ( TYPE_2 . METHOD_2 ( TYPE_3 . METHOD_3 ( values ) ) ) ) ; } 
","static TYPE_1 < java.lang.Integer > METHOD_1 ( java.lang.Integer ... values ) { return ( ( TYPE_1 < java.lang.Integer > ) ( TYPE_2 . METHOD_2 ( TYPE_3 . METHOD_3 ( values ) ) ) ) ; } 
","static TYPE_1 < java.lang.Integer > METHOD_1 ( java.lang.Integer ... values ) { return ( ( TYPE_1 < java.lang.Integer > ) ( TYPE_2 . METHOD_2 ( TYPE_3 . contains ( values ) ) ) ) ; } 
","static TYPE_1 < java.lang.Integer > METHOD_1 ( java.lang.Integer ... values ) { return ( ( TYPE_1 < java.lang.Integer > ) ( TYPE_2 . METHOD_2 ( TYPE_3 . METHOD_3 ( values ) ) ) ) ; } 
",-2,-2
4423,"public TYPE_1 < TYPE_2 > METHOD_1 ( final java.lang.String name ) throws java.lang.Exception { return VAR_1 . METHOD_2 ( VAR_2 , type ) ; } 
","public TYPE_1 < TYPE_2 > METHOD_1 ( final java.lang.String name ) throws java.lang.Exception { return VAR_1 . METHOD_2 ( VAR_2 , type ) ; } 
","public TYPE_1 < TYPE_2 > METHOD_1 ( final java.lang.String name ) throws java.lang.Exception { return VAR_1 . METHOD_2 ( id , type ) ; } 
","public TYPE_1 < TYPE_2 > METHOD_1 ( final java.lang.String name ) throws java.lang.Exception { return VAR_1 . METHOD_2 ( VAR_2 , type ) ; } 
",-2,-2
2324,"public void METHOD_1 ( java.lang.Throwable VAR_1 ) { TYPE_1 VAR_2 = ( ( TYPE_1 ) ( VAR_1 ) ) ; TYPE_2 . METHOD_2 ( VAR_1 , STRING_1 ) ; VAR_3 . METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; } 
","public void METHOD_1 ( java.lang.Throwable VAR_1 ) { TYPE_1 VAR_2 = ( ( TYPE_1 ) ( VAR_1 ) ) ; TYPE_2 . METHOD_2 ( VAR_1 , STRING_1 ) ; VAR_3 . METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; } 
","public void METHOD_1 ( java.lang.Throwable VAR_1 ) { TYPE_2 . i ( VAR_1 , STRING_1 ) ; TYPE_1 VAR_2 = ( ( TYPE_1 ) ( VAR_1 ) ) ; VAR_3 . METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; } 
","public void METHOD_1 ( java.lang.Throwable VAR_1 ) { TYPE_2 . METHOD_2 ( VAR_1 , STRING_1 ) ; TYPE_1 VAR_2 = ( ( TYPE_1 ) ( VAR_1 ) ) ; VAR_3 . METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; } 
",1,0
2900,"protected void METHOD_1 ( ) { VAR_1 . start ( ) ; VAR_1 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_3 ) ; } 
","protected void METHOD_1 ( ) { VAR_1 . start ( ) ; VAR_1 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_3 ) ; } 
","protected void METHOD_1 ( ) { VAR_1 . start ( ) ; VAR_1 . METHOD_2 ( ) ; VAR_2 . set ( VAR_3 ) ; } 
","protected void METHOD_1 ( ) { VAR_1 . start ( ) ; VAR_1 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_3 ) ; } 
",-2,-2
3318,"private void METHOD_1 ( ) { METHOD_1 ( VAR_1 . METHOD_2 ( ) . size ( ) ) ; } 
","private void METHOD_1 ( ) { METHOD_1 ( VAR_1 . METHOD_2 ( ) . METHOD_1 ( ) ) ; } 
","private void METHOD_1 ( ) { METHOD_1 ( VAR_1 . METHOD_2 ( ) ) ; } 
","private void METHOD_1 ( ) { METHOD_1 ( VAR_1 . METHOD_2 ( ) ) ; } 
",-2,-2
3338,"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; TYPE_2 . METHOD_3 ( this , STRING_3 , VAR_1 ) . show ( ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; TYPE_2 . METHOD_3 ( this , STRING_3 , VAR_1 ) . METHOD_2 ( ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; TYPE_1 . METHOD_2 ( STRING_1 , STRING_3 ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; TYPE_1 . METHOD_2 ( STRING_1 , STRING_3 ) ; } 
",-1,-2
3240,"public synchronized < TYPE_1 > void METHOD_1 ( java.lang.Class < TYPE_1 > VAR_1 , TYPE_1 VAR_2 ) { VAR_3 . put ( VAR_1 . METHOD_2 ( ) , VAR_2 ) ; } 
","public synchronized < TYPE_1 > void METHOD_1 ( java.lang.Class < TYPE_1 > VAR_1 , TYPE_1 VAR_2 ) { VAR_3 . put ( VAR_1 . METHOD_2 ( ) , VAR_2 ) ; } 
","public synchronized < TYPE_1 > void METHOD_1 ( TYPE_1 VAR_2 ) { VAR_3 . put ( VAR_2 . getClass ( ) , VAR_2 ) ; } 
","public synchronized < TYPE_1 > void METHOD_1 ( TYPE_1 VAR_2 ) { VAR_3 . put ( VAR_2 . METHOD_2 ( ) , VAR_2 ) ; } 
",-2,-1
1272,"public java.lang.String METHOD_1 ( ) { if ( ( name ) != null ) { java.util.regex.Matcher VAR_1 = TYPE_1 . METHOD_2 ( name ) ; if ( VAR_1 . METHOD_3 ( ) ) { return VAR_1 . METHOD_4 ( 1 ) ; } } return STRING_1 ; } 
","public java.lang.String METHOD_1 ( ) { if ( ( name ) != null ) { java.util.regex.Matcher VAR_1 = TYPE_1 . METHOD_2 ( name ) ; if ( VAR_1 . METHOD_3 ( ) ) { return VAR_1 . METHOD_4 ( 1 ) ; } } return STRING_1 ; } 
","public java.lang.String METHOD_1 ( ) { if ( ( name ) != null ) { java.util.regex.Matcher VAR_1 = TYPE_1 . METHOD_2 ( name ) ; if ( VAR_1 . METHOD_3 ( ) ) { return VAR_1 . METHOD_4 ( 1 ) ; } } return name ; } 
","public java.lang.String METHOD_1 ( ) { if ( ( name ) != null ) { java.util.regex.Matcher VAR_1 = TYPE_1 . METHOD_2 ( name ) ; if ( VAR_1 . METHOD_3 ( ) ) { return VAR_1 . METHOD_4 ( 1 ) ; } } return STRING_1 ; } 
",-2,-2
368,"public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . add ( new TYPE_3 ( VAR_1 . METHOD_2 ( ) . METHOD_3 ( ) . toString ( ) , VAR_2 , VAR_1 . METHOD_2 ( ) . METHOD_4 ( ) ) ) ; METHOD_5 ( ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . add ( new TYPE_3 ( VAR_1 . METHOD_2 ( ) . METHOD_3 ( ) . toString ( ) , VAR_2 , VAR_1 . METHOD_2 ( ) . METHOD_4 ( ) ) ) ; METHOD_5 ( ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . add ( new TYPE_3 ( VAR_1 . METHOD_2 ( ) . METHOD_3 ( ) . toString ( ) , VAR_2 , VAR_1 . METHOD_2 ( ) . getName ( ) ) ) ; METHOD_5 ( ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . add ( new TYPE_3 ( VAR_1 . METHOD_2 ( ) . METHOD_3 ( ) . toString ( ) , VAR_2 , VAR_1 . METHOD_2 ( ) . METHOD_4 ( ) ) ) ; METHOD_5 ( ) ; } 
",-2,-2
3808,"public void METHOD_1 ( ) { if ( ( VAR_1 . get ( ) ) != null ) { VAR_1 . get ( ) . METHOD_2 ( ) ; } VAR_2 . setState ( VAR_3 ) ; } 
","public void METHOD_1 ( ) { if ( ( VAR_1 . get ( ) ) != null ) { VAR_1 . METHOD_2 ( ) . METHOD_2 ( ) ; } VAR_2 . setState ( VAR_3 ) ; } 
","public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; } VAR_2 . setState ( VAR_3 ) ; } 
","public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; } VAR_2 . setState ( VAR_3 ) ; } 
",-1,-2
2333,"public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_3 VAR_2 = new TYPE_3 ( VAR_1 , new TYPE_4 ( ) ) ; VAR_2 . METHOD_2 ( ) ; return VAR_2 ; } 
","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_3 VAR_2 = new TYPE_3 ( VAR_1 , new TYPE_4 ( ) ) ; VAR_2 . METHOD_2 ( ) ; return VAR_2 ; } 
","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_3 VAR_2 = new TYPE_3 ( VAR_1 , new TYPE_4 ( ) ) ; VAR_2 . init ( ) ; return VAR_2 ; } 
","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_3 VAR_2 = new TYPE_3 ( VAR_1 , new TYPE_4 ( ) ) ; VAR_2 . METHOD_2 ( ) ; return VAR_2 ; } 
",-2,-2
