,buggy,fixed,buggy-org,fixed-org,buggy_source_code,fixed_source_code,operations,signature,is_filtered,check1,check2
45985,"private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( this ) ; VAR_2 . METHOD_2 ( this ) ; } 
","private void METHOD_1 ( ) { VAR_2 . METHOD_2 ( this ) ; } 
","private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( this ) ; VAR_2 . METHOD_2 ( this ) ; } 
","private void METHOD_1 ( ) { VAR_2 . METHOD_2 ( this ) ; } 
","private void initListeners() {
    imageViewReset.setOnClickListener(this);
    imageViewStartStop.setOnClickListener(this);
}","private void initListeners() {
    imageViewStartStop.setOnClickListener(this);
}","Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete TypeAccess at ThisAccess
Delete ThisAccess at Invocation
Delete Invocation at Block
","void initListeners()
void initListeners()",0,2,2
4599,"protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; for ( TYPE_1 VAR_1 : VAR_2 ) { if ( ( VAR_1 . type ) == ( VAR_3 ) ) { VAR_1 . type = VAR_4 ; } } } 
","protected boolean METHOD_1 ( ) { super . METHOD_1 ( ) ; for ( TYPE_1 VAR_1 : VAR_2 ) { if ( ( VAR_1 . type ) == ( VAR_3 ) ) { VAR_1 . type = VAR_4 ; } } return true ; } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; for ( TYPE_1 VAR_1 : VAR_2 ) { if ( ( VAR_1 . type ) == ( VAR_3 ) ) { VAR_1 . type = VAR_4 ; } } } 
","protected boolean METHOD_1 ( ) { super . METHOD_1 ( ) ; for ( TYPE_1 VAR_1 : VAR_2 ) { if ( ( VAR_1 . type ) == ( VAR_3 ) ) { VAR_1 . type = VAR_4 ; } } return true ; } 
","@java.lang.Override
protected void assignRoomType() {
    super.assignRoomType();
    for (com.shatteredpixel.shatteredpixeldungeon.levels.Room r : rooms) {
        if ((r.type) == (com.shatteredpixel.shatteredpixeldungeon.levels.Room.Type.TUNNEL)) {
            r.type = com.shatteredpixel.shatteredpixeldungeon.levels.Room.Type.PASSAGE;
        }
    }
}","@java.lang.Override
protected boolean assignRoomType() {
    super.assignRoomType();
    for (com.shatteredpixel.shatteredpixeldungeon.levels.Room r : rooms) {
        if ((r.type) == (com.shatteredpixel.shatteredpixeldungeon.levels.Room.Type.TUNNEL)) {
            r.type = com.shatteredpixel.shatteredpixeldungeon.levels.Room.Type.PASSAGE;
        }
    }
    return true;
}","Insert Return at Block
Insert Literal at Return
","void assignRoomType()
boolean assignRoomType()",0,2,2
46060,"public void execute ( java.util.Map < TYPE_1 , java.lang.Object > VAR_1 ) { java.lang.System.out.println ( STRING_1 ) ; return ; } 
","public void execute ( java.util.Map < TYPE_1 , java.lang.Object > VAR_1 ) { return ; } 
","public void execute ( java.util.Map < TYPE_1 , java.lang.Object > VAR_1 ) { java.lang.System.out.println ( STRING_1 ) ; return ; } 
","public void execute ( java.util.Map < TYPE_1 , java.lang.Object > VAR_1 ) { return ; } 
","@java.lang.Override
public void execute(java.util.Map<net.canadensys.harvester.occurrence.SharedParameterEnum, java.lang.Object> sharedParameters) {
    java.lang.System.out.println(""Using mock"");
    return ;
}","@java.lang.Override
public void execute(java.util.Map<net.canadensys.harvester.occurrence.SharedParameterEnum, java.lang.Object> sharedParameters) {
    return ;
}","Delete TypeAccess at FieldRead
Delete FieldRead at Invocation
Delete Literal at Invocation
Delete Invocation at Block
","void execute(java.util.Map)
void execute(java.util.Map)",0,2,2
46175,"protected static < TYPE_1 extends TYPE_2 > void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . put ( VAR_1 . METHOD_2 ( ) , new TYPE_3 < TYPE_1 > ( VAR_1 ) ) ; } 
","protected static < TYPE_1 extends TYPE_2 > void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_1 == null ) { return ; } VAR_2 . put ( VAR_1 . METHOD_2 ( ) , new TYPE_3 < TYPE_1 > ( VAR_1 ) ) ; } 
","protected static < TYPE_1 extends TYPE_2 > void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . put ( VAR_1 . METHOD_2 ( ) , new TYPE_3 < TYPE_1 > ( VAR_1 ) ) ; } 
","protected static < TYPE_1 extends TYPE_2 > void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_1 == null ) { return ; } VAR_2 . put ( VAR_1 . METHOD_2 ( ) , new TYPE_3 < TYPE_1 > ( VAR_1 ) ) ; } 
","protected static <R extends io.realm.BaseRealm> void addRealmToWaitList(R realm) {
    io.realm.BaseRealm.waitingRealms.put(realm.getPath(), new java.lang.ref.WeakReference<R>(realm));
}","protected static <R extends io.realm.BaseRealm> void addRealmToWaitList(R realm) {
    if (realm == null) {
        return ;
    }
    io.realm.BaseRealm.waitingRealms.put(realm.getPath(), new java.lang.ref.WeakReference<R>(realm));
}","Insert If at Block
Insert BinaryOperator at If
Insert Block at If
Insert VariableRead at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
","<R extends io.realm.BaseRealm> void addRealmToWaitList(R extends io.realm.BaseRealm)
<R extends io.realm.BaseRealm> void addRealmToWaitList(R extends io.realm.BaseRealm)",0,1,1
46219,"protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; METHOD_3 ( new android.content.Intent ( this , VAR_2 class ) ) ; } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; METHOD_3 ( new android.content.Intent ( this , VAR_2 class ) ) ; } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; } 
","@java.lang.Override
protected void onDestroy() {
    super.onDestroy();
    android.util.Log.e(com.biglynx.fulfiller.MainActivity.TAG, ""Destroyed...."");
    stopService(new android.content.Intent(this, com.biglynx.fulfiller.services.MyJobService.class));
}","@java.lang.Override
protected void onDestroy() {
    super.onDestroy();
    android.util.Log.e(com.biglynx.fulfiller.MainActivity.TAG, ""Destroyed...."");
}","Delete TypeAccess at ThisAccess
Delete ThisAccess at ConstructorCall
Delete TypeAccess at FieldRead
Delete FieldRead at ConstructorCall
Delete ConstructorCall at Invocation
Delete Invocation at Block
","void onDestroy()
void onDestroy()",1,-1,-1
46316,"public int METHOD_1 ( TYPE_1 key ) { if ( key . METHOD_2 ( ) . equals ( VAR_1 ) ) return - 1 ; return VAR_2 . METHOD_3 ( key ) ; } 
","public int METHOD_1 ( TYPE_1 key ) { if ( key . METHOD_2 ( ) . equals ( VAR_1 ) ) return - 1 ; return VAR_2 . METHOD_1 ( key ) ; } 
","public int METHOD_1 ( TYPE_1 key ) { if ( key . METHOD_2 ( ) . equals ( VAR_1 ) ) return - 1 ; return VAR_2 . METHOD_3 ( key ) ; } 
","public int METHOD_1 ( TYPE_1 key ) { if ( key . METHOD_2 ( ) . equals ( VAR_1 ) ) return - 1 ; return VAR_2 . METHOD_1 ( key ) ; } 
","@java.lang.Override
public int getLocation(org.elasql.sql.RecordKey key) {
    if (key.getTableName().equals(org.elasql.storage.metadata.NotificationPartMetaMgr.TABLE_NAME))
        return -1;
    
    return underliedPartMetaMgr.getPartition(key);
}","@java.lang.Override
public int getLocation(org.elasql.sql.RecordKey key) {
    if (key.getTableName().equals(org.elasql.storage.metadata.NotificationPartMetaMgr.TABLE_NAME))
        return -1;
    
    return underliedPartMetaMgr.getLocation(key);
}","Update Invocation at Return
","int getLocation(org.elasql.sql.RecordKey)
int getLocation(org.elasql.sql.RecordKey)",0,2,2
4642,"public int METHOD_1 ( double VAR_1 ) { double VAR_2 = ( VAR_3 ) * INT_1 ; return ( ( int ) ( java.lang.Math.round ( VAR_2 ) ) ) ; } 
","public void METHOD_1 ( double VAR_1 ) { VAR_3 = VAR_1 ; } 
","public int METHOD_1 ( double VAR_1 ) { double VAR_2 = ( VAR_3 ) * INT_1 ; return ( ( int ) ( java.lang.Math.round ( VAR_2 ) ) ) ; } 
","public void METHOD_1 ( double VAR_1 ) { VAR_3 = VAR_1 ; } 
","public int setPrecipChance(double precipChance) {
    double precipPercentage = (mPrecipChance) * 100;
    return ((int) (java.lang.Math.round(precipPercentage)));
}","public void setPrecipChance(double precipChance) {
    mPrecipChance = precipChance;
}","Move Parameter from Method to CtParameterImpl
","int setPrecipChance(double)
void setPrecipChance(double)",0,1,1
46525,"public void METHOD_1 ( long VAR_1 ) { TYPE_1 VAR_2 = TYPE_1 . METHOD_2 ( ) ; this . VAR_3 = ( VAR_2 . METHOD_3 ( this . VAR_4 ) . METHOD_4 ( ) ) - FLOAT_1 ; this . VAR_4 = VAR_2 ; } 
","public void METHOD_1 ( long VAR_1 ) { TYPE_1 VAR_2 = TYPE_1 . METHOD_2 ( ) ; this . VAR_3 = ( VAR_2 . METHOD_3 ( this . VAR_4 ) . METHOD_4 ( ) ) - 1.0F ; this . VAR_4 = VAR_2 ; } 
","public void METHOD_1 ( long VAR_1 ) { TYPE_1 VAR_2 = TYPE_1 . METHOD_2 ( ) ; this . VAR_3 = ( VAR_2 . METHOD_3 ( this . VAR_4 ) . METHOD_4 ( ) ) - FLOAT_1 ; this . VAR_4 = VAR_2 ; } 
","public void METHOD_1 ( long VAR_1 ) { TYPE_1 VAR_2 = TYPE_1 . METHOD_2 ( ) ; this . VAR_3 = ( VAR_2 . METHOD_3 ( this . VAR_4 ) . METHOD_4 ( ) ) - 1.0F ; this . VAR_4 = VAR_2 ; } 
","@java.lang.Override
public void onSecond(long seconds) {
    pl.themolka.arcade.time.Time now = pl.themolka.arcade.time.Time.now();
    this.lastLostTicks = (now.minus(this.lastTime).toMillis()) - 0.02F;
    this.lastTime = now;
}","@java.lang.Override
public void onSecond(long seconds) {
    pl.themolka.arcade.time.Time now = pl.themolka.arcade.time.Time.now();
    this.lastLostTicks = (now.minus(this.lastTime).toMillis()) - 1.0F;
    this.lastTime = now;
}","Update Literal at BinaryOperator
","void onSecond(long)
void onSecond(long)",0,2,2
46603,"private void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( VAR_2 , VAR_1 ) ; TYPE_2 . METHOD_3 ( ( ( VAR_2 ) + STRING_1 ) , VAR_1 ) ; } 
","private void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( VAR_2 , VAR_1 ) ; TYPE_2 . METHOD_3 ( ( ( VAR_2 ) + STRING_1 ) , VAR_1 , context ) ; } 
","private void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( VAR_2 , VAR_1 ) ; TYPE_2 . METHOD_3 ( ( ( VAR_2 ) + STRING_1 ) , VAR_1 ) ; } 
","private void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( VAR_2 , VAR_1 ) ; TYPE_2 . METHOD_3 ( ( ( VAR_2 ) + STRING_1 ) , VAR_1 , context ) ; } 
","private void log(java.lang.String s) {
    android.util.Log.d(org.epfl.locationprivacy.privacyestimation.PrivacyEstimator.LOGTAG, s);
    org.epfl.locationprivacy.util.Utils.appendLog(((org.epfl.locationprivacy.privacyestimation.PrivacyEstimator.LOGTAG) + "".txt""), s);
}","private void log(java.lang.String s) {
    android.util.Log.d(org.epfl.locationprivacy.privacyestimation.PrivacyEstimator.LOGTAG, s);
    org.epfl.locationprivacy.util.Utils.appendLog(((org.epfl.locationprivacy.privacyestimation.PrivacyEstimator.LOGTAG) + "".txt""), s, context);
}","Update Invocation at Block
Insert FieldRead at Invocation
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
","void log(java.lang.String)
void log(java.lang.String)",0,2,2
46631,"public TYPE_1 setValue ( float VAR_1 ) { VAR_2 = new java.lang.StringBuilder ( STRING_1 ) ; METHOD_1 ( ) ; super . setValue ( VAR_1 ) ; return this ; } 
","public TYPE_1 setValue ( float VAR_1 ) { super . setValue ( VAR_1 ) ; VAR_2 = new java.lang.StringBuilder ( STRING_1 ) ; return this ; } 
","public TYPE_1 setValue ( float VAR_1 ) { VAR_2 = new java.lang.StringBuilder ( STRING_1 ) ; METHOD_1 ( ) ; super . setValue ( VAR_1 ) ; return this ; } 
","public TYPE_1 setValue ( float VAR_1 ) { super . setValue ( VAR_1 ) ; VAR_2 = new java.lang.StringBuilder ( STRING_1 ) ; return this ; } 
","@java.lang.Override
public ui.DropdownSearch setValue(float newValue) {
    searchBuffer = new java.lang.StringBuilder("""");
    reorderItems();
    super.setValue(newValue);
    return this;
}","@java.lang.Override
public ui.DropdownSearch setValue(float newValue) {
    super.setValue(newValue);
    searchBuffer = new java.lang.StringBuilder("""");
    return this;
}","Move Assignment from Block to CtAssignmentImpl
","ui.DropdownSearch setValue(float)
ui.DropdownSearch setValue(float)",0,2,2
4756,"public TYPE_1 METHOD_1 ( double x , double y , double VAR_1 , double VAR_2 ) { VAR_3 . METHOD_2 ( VAR_4 . METHOD_3 ( x , y , VAR_1 , VAR_2 ) ) ; VAR_5 = false ; METHOD_4 ( ) ; return this ; } 
","public TYPE_1 METHOD_1 ( double x , double y , double VAR_1 , double VAR_2 ) { VAR_3 . METHOD_3 ( x , y , VAR_1 , VAR_2 ) ; VAR_5 = false ; METHOD_4 ( ) ; return this ; } 
","public TYPE_1 METHOD_1 ( double x , double y , double VAR_1 , double VAR_2 ) { VAR_3 . METHOD_2 ( VAR_4 . METHOD_3 ( x , y , VAR_1 , VAR_2 ) ) ; VAR_5 = false ; METHOD_4 ( ) ; return this ; } 
","public TYPE_1 METHOD_1 ( double x , double y , double VAR_1 , double VAR_2 ) { VAR_3 . METHOD_3 ( x , y , VAR_1 , VAR_2 ) ; VAR_5 = false ; METHOD_4 ( ) ; return this ; } 
","public org.rajawali3d.ATransformable3D setRotation(double x, double y, double z, double angle) {
    mOrientation.multiply(mTmpOrientation.fromAngleAxis(x, y, z, angle));
    mLookAtValid = false;
    markModelMatrixDirty();
    return this;
}","public org.rajawali3d.ATransformable3D setRotation(double x, double y, double z, double angle) {
    mOrientation.fromAngleAxis(x, y, z, angle);
    mLookAtValid = false;
    markModelMatrixDirty();
    return this;
}","Insert Invocation at Block
Move FieldRead from Invocation to CtFieldReadImpl
Move VariableRead from Invocation to CtVariableReadImpl
Move VariableRead from Invocation to CtVariableReadImpl
Move VariableRead from Invocation to CtVariableReadImpl
Move VariableRead from Invocation to CtVariableReadImpl
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete Invocation at Invocation
Delete Invocation at Block
","org.rajawali3d.ATransformable3D setRotation(double,double,double,double)
org.rajawali3d.ATransformable3D setRotation(double,double,double,double)",0,2,2
4766,"protected void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 ) ; super . METHOD_1 ( ) ; } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( VAR_2 ) ; } 
","protected void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 ) ; super . METHOD_1 ( ) ; } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( VAR_2 ) ; } 
","@java.lang.Override
protected void onPreExecute() {
    mProgressBar.setVisibility(View.VISIBLE);
    super.onPreExecute();
}","@java.lang.Override
protected void onPreExecute() {
    super.onPreExecute();
    mProgressBar.setVisibility(View.VISIBLE);
}","Move Invocation from Block to CtInvocationImpl
","void onPreExecute()
void onPreExecute()",0,2,2
4991,"public void METHOD_1 ( int VAR_1 ) { this . VAR_2 = VAR_1 ; VAR_3 . METHOD_1 ( VAR_1 ) ; METHOD_2 ( ) ; METHOD_3 ( ) ; } 
","public void METHOD_1 ( int VAR_1 ) { VAR_3 . METHOD_1 ( VAR_1 ) ; METHOD_2 ( ) ; METHOD_3 ( ) ; } 
","public void METHOD_1 ( int VAR_1 ) { this . VAR_2 = VAR_1 ; VAR_3 . METHOD_1 ( VAR_1 ) ; METHOD_2 ( ) ; METHOD_3 ( ) ; } 
","public void METHOD_1 ( int VAR_1 ) { VAR_3 . METHOD_1 ( VAR_1 ) ; METHOD_2 ( ) ; METHOD_3 ( ) ; } 
","public void setFloor(int floor) {
    this.currentFloor = floor;
    mapController.setFloor(floor);
    removeNodesAndLines();
    drawAllNodes();
}","public void setFloor(int floor) {
    mapController.setFloor(floor);
    removeNodesAndLines();
    drawAllNodes();
}","Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldWrite
Delete FieldWrite at Assignment
Delete VariableRead at Assignment
Delete Assignment at Block
","void setFloor(int)
void setFloor(int)",0,2,2
5105,"public static java.lang.String METHOD_1 ( android.content.Context VAR_1 ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; return TYPE_2 . METHOD_3 ( VAR_1 ) . getString ( VAR_2 , STRING_3 ) ; } 
","public static java.lang.String METHOD_1 ( android.content.Context VAR_1 ) { TYPE_1 . METHOD_2 ( STRING_1 , ( STRING_2 + ( VAR_2 ) ) ) ; return TYPE_2 . METHOD_3 ( VAR_1 ) . getString ( VAR_2 , STRING_3 ) ; } 
","public static java.lang.String METHOD_1 ( android.content.Context VAR_1 ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; return TYPE_2 . METHOD_3 ( VAR_1 ) . getString ( VAR_2 , STRING_3 ) ; } 
","public static java.lang.String METHOD_1 ( android.content.Context VAR_1 ) { TYPE_1 . METHOD_2 ( STRING_1 , ( STRING_2 + ( VAR_2 ) ) ) ; return TYPE_2 . METHOD_3 ( VAR_1 ) . getString ( VAR_2 , STRING_3 ) ; } 
","public static java.lang.String getUserName(android.content.Context ctx) {
    android.util.Log.d(""SaveSharedPreference"", ""Getting username"");
    return edu.purdue.cs.hvzmasterapp.SaveSharedPreference.getSharedPreferences(ctx).getString(edu.purdue.cs.hvzmasterapp.SaveSharedPreference.PREF_USER_NAME, """");
}","public static java.lang.String getUserName(android.content.Context ctx) {
    android.util.Log.d(""SaveSharedPreference"", (""Getting username"" + (edu.purdue.cs.hvzmasterapp.SaveSharedPreference.PREF_USER_NAME)));
    return edu.purdue.cs.hvzmasterapp.SaveSharedPreference.getSharedPreferences(ctx).getString(edu.purdue.cs.hvzmasterapp.SaveSharedPreference.PREF_USER_NAME, """");
}","Insert BinaryOperator at Invocation
Insert Literal at BinaryOperator
Insert FieldRead at BinaryOperator
Insert TypeAccess at FieldRead
Delete Literal at Invocation
","java.lang.String getUserName(android.content.Context)
java.lang.String getUserName(android.content.Context)",0,2,2
5136,"public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 = null ; getActivity ( ) . METHOD_2 ( VAR_2 ) ; } 
","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; getActivity ( ) . METHOD_2 ( VAR_2 ) ; } 
","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 = null ; getActivity ( ) . METHOD_2 ( VAR_2 ) ; } 
","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; getActivity ( ) . METHOD_2 ( VAR_2 ) ; } 
","@java.lang.Override
public void onDetach() {
    super.onDetach();
    mListener = null;
    getActivity().unregisterReceiver(quickReceiver);
}","@java.lang.Override
public void onDetach() {
    super.onDetach();
    getActivity().unregisterReceiver(quickReceiver);
}","Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldWrite
Delete FieldWrite at Assignment
Delete Literal at Assignment
Delete Assignment at Block
","void onDetach()
void onDetach()",0,2,2
5137,"public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ! ( VAR_2 . getText ( ) . METHOD_2 ( STRING_1 ) ) ) { VAR_2 . setText ( STRING_2 ) ; } else { VAR_3 = java.lang.Double . METHOD_3 ( VAR_2 . getText ( ) ) ; } } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ! ( VAR_2 . getText ( ) . METHOD_2 ( STRING_1 ) ) ) { VAR_2 . setText ( STRING_2 ) ; } } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ! ( VAR_2 . getText ( ) . METHOD_2 ( STRING_1 ) ) ) { VAR_2 . setText ( STRING_2 ) ; } else { VAR_3 = java.lang.Double . METHOD_3 ( VAR_2 . getText ( ) ) ; } } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ! ( VAR_2 . getText ( ) . METHOD_2 ( STRING_1 ) ) ) { VAR_2 . setText ( STRING_2 ) ; } } 
","public void keyTyped(java.awt.event.KeyEvent arg0) {
    if (!(txtEnterAmount.getText().matches(""([1-9]+\\.?\\d*)""))) {
        txtEnterAmount.setText("""");
    }else {
        amount = java.lang.Double.parseDouble(txtEnterAmount.getText());
    }
}","public void keyTyped(java.awt.event.KeyEvent arg0) {
    if (!(txtEnterAmount.getText().matches(""([1-9]+\\.?\\d*)""))) {
        txtEnterAmount.setText("""");
    }
}","Delete Block at If
","void keyTyped(java.awt.event.KeyEvent)
void keyTyped(java.awt.event.KeyEvent)",0,2,2
5166,"public static void main ( java.lang.String [ ] args ) { int message = INT_1 ; int VAR_1 = TYPE_1 . METHOD_1 ( message ) ; java.lang.System.out.println ( VAR_1 ) ; } 
","public static void main ( java.lang.String [ ] args ) { } 
","public static void main ( java.lang.String [ ] args ) { int message = INT_1 ; int VAR_1 = TYPE_1 . METHOD_1 ( message ) ; java.lang.System.out.println ( VAR_1 ) ; } 
","public static void main ( java.lang.String [ ] args ) { } 
","public static void main(java.lang.String[] args) {
    int message = 16;
    int encryptedMessage = Hash.hash(message);
    java.lang.System.out.println(encryptedMessage);
}","public static void main(java.lang.String[] args) {
}","Delete Literal at LocalVariable
Delete LocalVariable at Block
Delete TypeAccess at Invocation
Delete VariableRead at Invocation
Delete Invocation at LocalVariable
Delete LocalVariable at Block
Delete TypeAccess at FieldRead
Delete FieldRead at Invocation
Delete VariableRead at Invocation
Delete Invocation at Block
","void main(java.lang.String[])
void main(java.lang.String[])",1,-1,-1
5193,"public void METHOD_1 ( ) { VAR_1 = this . METHOD_2 ( ) ; } 
","public void METHOD_1 ( ) { VAR_1 = METHOD_2 ( ) ; } 
","public void METHOD_1 ( ) { VAR_1 = this . METHOD_2 ( ) ; } 
","public void METHOD_1 ( ) { VAR_1 = METHOD_2 ( ) ; } 
","public void backup() {
    snapshot = this.getSnapShot();
}","public void backup() {
    snapshot = getSnapShot();
}","Update ThisAccess at Invocation
","void backup()
void backup()",0,2,2
5303,"public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( ) ; } 
","public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( ) ; new java.lang.Thread ( VAR_1 ) . METHOD_2 ( ) ; } 
","public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( ) ; } 
","public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( ) ; new java.lang.Thread ( VAR_1 ) . start ( ) ; } 
","public void runCapture() {
    capture = new PositivePosture.Capture();
    capture.run();
}","public void runCapture() {
    capture = new PositivePosture.Capture();
    new java.lang.Thread(capture).start();
}","Update Invocation at Block
Insert ConstructorCall at Invocation
Move FieldRead from Invocation to CtFieldReadImpl
","void runCapture()
void runCapture()",1,-2,-2
5385,"protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; ( VAR_1 . counter ) -- ; if ( ( VAR_1 . counter ) == 0 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; } } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; ( VAR_1 . counter ) -- ; if ( ( VAR_1 . counter ) <= 0 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; } } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; ( VAR_1 . counter ) -- ; if ( ( VAR_1 . counter ) == 0 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; } } 
","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; ( VAR_1 . counter ) -- ; if ( ( VAR_1 . counter ) <= 0 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; } } 
","@java.lang.Override
protected void onDestroy() {
    super.onDestroy();
    (io.github.data4all.activity.AbstractActivity.counter)--;
    if ((io.github.data4all.activity.AbstractActivity.counter) == 0) {
        notificationManager.cancel(io.github.data4all.activity.AbstractActivity.NOTIFICATION_EX);
    }
}","@java.lang.Override
protected void onDestroy() {
    super.onDestroy();
    (io.github.data4all.activity.AbstractActivity.counter)--;
    if ((io.github.data4all.activity.AbstractActivity.counter) <= 0) {
        notificationManager.cancel(io.github.data4all.activity.AbstractActivity.NOTIFICATION_EX);
    }
}","Update BinaryOperator at If
","void onDestroy()
void onDestroy()",0,2,2
5389,"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; VAR_2 . METHOD_3 ( true ) ; METHOD_4 ( true ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; VAR_2 . METHOD_3 ( false ) ; METHOD_4 ( true ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; VAR_2 . METHOD_3 ( true ) ; METHOD_4 ( true ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; VAR_2 . METHOD_3 ( false ) ; METHOD_4 ( true ) ; } 
","@java.lang.Override
public void onRefresh() {
    android.util.Log.d(name.parker.alon.viewerforgithub.view.InfoActivity.LOG_TAG, ""PullToRefresh"");
    swipeLayout.setRefreshing(true);
    loadData(true);
}","@java.lang.Override
public void onRefresh() {
    android.util.Log.d(name.parker.alon.viewerforgithub.view.InfoActivity.LOG_TAG, ""PullToRefresh"");
    swipeLayout.setRefreshing(false);
    loadData(true);
}","Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete Literal at Invocation
Delete Invocation at Block
","void onRefresh()
void onRefresh()",0,2,2
5423,"public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( VAR_1 , this ) ; if ( ! ( TYPE_2 . METHOD_3 ( this . name ) ) ) { TYPE_1 . METHOD_4 ( ( VAR_1 + STRING_1 ) , STRING_2 ) ; } } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( VAR_1 , this ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( VAR_1 , this ) ; if ( ! ( TYPE_2 . METHOD_3 ( this . name ) ) ) { TYPE_1 . METHOD_4 ( ( VAR_1 + STRING_1 ) , STRING_2 ) ; } } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 . METHOD_2 ( VAR_1 , this ) ; } 
","public void validate(java.lang.String formName) {
    play.data.validation.Validation.valid(formName, this);
    if (!(controllers.resources.ConsistencyGroups.ConsistencyGroupForm.validateCGName(this.name))) {
        play.data.validation.Validation.addError((formName + "".name""), ""consistencyGroups.invalid.name.error"");
    }
}","public void validate(java.lang.String formName) {
    play.data.validation.Validation.valid(formName, this);
}","Insert Block at Method
Move Invocation from Block to CtInvocationImpl
Delete TypeAccess at Invocation
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete Invocation at UnaryOperator
Delete UnaryOperator at If
Delete TypeAccess at Invocation
Delete VariableRead at BinaryOperator
Delete Literal at BinaryOperator
Delete BinaryOperator at Invocation
Delete Literal at Invocation
Delete Invocation at Block
Delete Block at If
Delete If at Block
Delete Block at Method
","void validate(java.lang.String)
void validate(java.lang.String)",1,-2,-2
